heure_estimee,complexite,priorite,tache,experience_technicien,meteo,saison,duree_reelle
2,1,1,20,0.76,3,0,4.34
2,3,3,18,0.73,0,2,2.29
4,2,1,22,1.41,3,1,7.03
4,3,2,15,0.99,3,0,9.21
2,1,1,22,1.39,0,1,0.5
3,2,3,2,1.24,0,3,2.26
4,1,3,0,1.55,2,1,3.29
2,2,1,14,0.76,1,3,6.07
2,2,3,18,0.71,0,1,0.5
4,1,4,18,1.72,1,3,5.56
2,1,2,4,1.54,3,0,3.77
2,3,3,17,0.62,0,2,1.66
3,2,1,18,1.51,2,2,7.51
1,2,1,3,0.65,3,0,3.8
3,1,1,4,1.02,2,2,7.05
3,3,1,16,1.53,2,1,3.77
4,3,3,0,0.92,1,2,5.31
1,3,4,7,1.84,0,3,0.7
4,1,3,1,1.42,3,2,7.53
1,2,4,2,0.62,0,0,0.5
1,3,2,14,1.5,2,1,1.31
2,1,1,12,1.96,1,3,2.87
2,2,3,12,1.51,2,2,3.8
4,3,1,14,1.76,0,3,5.24
3,2,3,16,0.52,3,2,7.82
2,3,2,23,1.63,1,1,1.79
4,1,1,2,1.97,2,1,2.94
4,3,3,25,1.86,0,0,1.66
4,1,1,17,1.04,3,2,6.6
2,1,1,16,0.67,2,0,4.39
2,3,4,24,1.35,1,1,2.45
3,2,4,10,0.76,0,3,3.5
4,1,4,21,1.88,2,3,7.04
3,1,3,10,1.17,3,3,6.54
1,2,4,21,0.71,2,2,2.35
2,2,4,9,1.01,1,0,0.93
3,3,3,22,1.94,0,1,1.43
2,2,2,9,0.66,0,3,2.51
2,3,4,24,0.96,2,1,2.58
4,3,1,1,1.08,1,0,6.44
3,2,3,15,1.32,3,3,6.64
1,3,4,24,1.9,1,0,1.2
1,1,2,17,1.87,2,3,4.77
1,1,1,13,0.79,2,2,2.65
2,3,3,3,1.22,2,1,2.63
3,3,1,9,1.86,2,3,6.32
4,3,4,8,0.95,2,1,3.85
4,2,3,20,1.51,2,2,6.19
1,1,4,2,1.4,2,1,1.56
4,1,2,6,0.72,2,0,6.67
1,1,2,12,0.67,0,1,0.5
4,2,2,10,1.07,3,2,9.18
2,2,2,9,0.89,0,1,0.95
4,1,4,4,0.82,2,2,5.36
3,1,4,14,1.74,1,3,4.43
1,1,3,1,1.43,0,2,0.71
3,2,4,16,1.35,3,2,4.98
3,1,3,4,2.0,2,1,1.35
2,1,4,5,1.36,3,3,5.3
4,2,3,4,1.3,1,1,2.76
3,3,2,4,1.44,2,2,5.19
2,1,2,19,1.25,1,3,2.54
2,2,1,20,1.0,3,2,5.42
2,1,4,20,1.7,0,2,1.76
3,2,2,22,1.13,0,0,0.96
4,2,4,13,1.09,2,2,6.66
2,3,4,7,1.45,0,2,2.77
4,1,2,18,1.81,1,3,3.91
1,2,1,4,0.91,3,1,3.94
2,3,3,2,1.39,1,1,2.7
4,1,3,2,0.81,3,3,9.1
3,2,3,20,0.83,1,1,2.81
2,2,4,5,0.82,0,2,0.79
2,3,3,25,1.5,3,0,5.0
1,2,2,11,1.43,2,1,0.5
2,2,3,4,1.78,1,0,1.46
3,2,2,9,1.64,3,0,4.38
3,1,4,7,0.81,1,3,5.11
1,1,4,17,0.97,1,1,0.5
4,3,2,1,1.66,0,1,4.0
1,1,1,13,0.85,3,0,5.27
3,1,3,6,1.05,1,3,3.78
4,2,4,1,1.89,2,2,4.79
4,1,1,20,1.75,0,1,0.5
4,1,2,19,0.94,2,1,3.75
1,3,2,18,0.72,3,0,5.98
1,1,3,7,1.31,3,0,2.76
4,2,2,20,1.0,3,2,8.22
4,1,4,25,0.72,1,0,4.19
4,2,4,4,1.61,3,1,6.52
2,3,4,16,1.58,1,0,2.63
2,1,3,8,1.4,0,3,3.42
4,1,1,8,1.65,0,2,1.96
3,2,3,11,1.22,1,1,1.54
1,2,2,18,0.53,0,1,0.5
2,3,3,14,0.59,0,1,0.5
2,3,2,25,1.78,2,0,5.56
2,2,1,16,1.08,3,3,8.8
1,1,4,10,1.51,2,0,2.88
1,3,2,17,1.98,3,0,4.97
1,3,2,9,1.67,3,0,4.12
4,2,4,25,0.56,1,0,2.62
4,3,3,9,1.82,3,3,10.58
1,3,2,8,1.64,3,2,5.36
1,2,1,19,0.66,0,0,2.08
3,1,3,5,1.05,2,2,3.7
2,2,2,9,0.69,1,2,4.85
4,3,3,16,1.65,0,1,2.6
3,1,2,7,1.39,3,1,5.46
3,1,4,10,0.55,1,2,2.34
4,1,4,3,0.61,0,1,1.85
4,2,2,1,1.1,3,0,5.84
1,2,4,15,1.07,2,2,4.35
3,2,4,16,1.82,2,1,2.58
3,3,3,12,1.14,2,0,6.69
2,2,3,12,1.56,2,1,1.95
3,3,4,8,1.66,0,3,3.4
3,1,1,9,1.18,1,2,3.8
1,1,2,3,1.27,0,3,0.5
3,3,1,4,0.72,1,3,7.61
3,2,2,24,1.86,0,2,3.61
3,2,4,25,1.54,2,3,6.89
2,2,1,2,1.47,1,3,5.12
4,2,1,18,1.98,1,2,5.43
4,2,1,11,0.64,3,0,7.3
2,3,2,7,1.92,2,3,4.93
4,2,1,3,1.59,3,3,9.52
4,1,4,24,0.57,1,1,1.61
2,1,4,9,1.11,1,2,3.18
4,3,3,12,1.71,3,1,5.05
1,1,4,22,0.69,0,2,0.5
1,2,1,2,1.42,2,1,1.83
3,1,4,12,1.48,0,3,3.75
4,1,3,13,1.89,1,2,2.3
2,2,3,16,0.71,3,0,6.2
4,3,4,12,0.57,1,3,5.46
1,3,2,10,0.88,1,3,3.92
4,3,2,18,1.95,1,1,2.05
1,1,1,15,0.63,3,3,5.35
3,1,4,24,1.74,1,2,2.4
3,1,3,14,0.59,3,3,7.95
4,3,4,21,0.53,1,2,5.44
2,3,3,1,1.99,0,2,1.49
1,2,1,13,1.1,0,0,1.2
3,3,1,24,1.74,3,3,9.22
1,1,3,17,0.8,2,1,1.61
3,1,4,22,0.9,3,2,5.84
1,3,3,12,0.98,2,2,5.84
3,3,4,7,1.89,0,0,1.51
3,3,3,14,1.25,3,3,8.22
1,3,4,13,0.96,0,3,3.61
3,1,3,23,1.08,2,3,6.03
1,2,1,10,0.77,0,2,1.85
4,3,2,2,0.61,1,3,6.17
3,3,2,20,1.28,1,0,2.87
4,1,4,7,0.59,2,2,5.36
3,3,3,0,1.46,2,0,6.68
3,2,3,16,1.32,1,2,2.68
3,1,2,22,0.57,2,3,8.03
4,3,2,25,1.14,2,3,10.13
2,3,4,8,1.53,3,1,2.74
4,2,1,0,1.23,2,2,6.38
2,1,1,8,0.58,2,3,6.16
4,2,1,1,1.66,2,2,7.37
3,3,4,10,1.11,0,3,5.65
1,1,3,25,0.87,1,0,0.63
1,2,2,20,0.87,0,3,3.59
2,1,2,19,1.25,1,2,1.94
3,1,3,9,1.36,2,1,3.79
4,1,2,24,1.58,1,2,4.78
4,3,3,8,0.87,0,2,3.28
3,3,4,1,1.06,3,3,8.01
1,3,2,4,1.06,3,2,7.12
4,2,4,9,1.13,1,0,3.8
3,3,3,20,1.21,2,1,3.61
1,2,3,25,1.58,2,1,1.03
4,1,2,5,1.57,1,2,5.31
2,2,2,18,1.44,1,3,2.73
1,2,3,1,1.65,2,0,1.53
2,1,1,14,1.6,1,1,0.91
4,1,4,21,1.26,0,2,3.55
3,1,4,22,1.94,2,3,5.3
4,1,3,17,0.9,0,2,2.77
2,2,3,14,1.96,1,2,3.38
1,3,1,14,1.55,1,1,0.5
1,1,1,23,1.82,3,0,2.65
1,3,2,22,1.09,2,0,5.28
4,2,3,8,1.89,2,1,4.65
3,1,1,16,1.42,2,1,3.29
4,3,1,23,1.72,2,2,8.93
4,2,1,4,1.29,3,0,6.36
2,1,2,7,0.66,1,2,2.05
1,1,2,12,0.81,3,3,5.11
4,2,4,5,1.71,3,3,7.04
3,2,3,15,0.81,0,1,0.52
4,2,4,14,1.53,0,3,4.08
4,3,4,12,0.79,2,2,6.75
1,3,1,0,1.36,0,2,3.41
2,2,3,22,1.25,3,0,6.21
4,2,3,5,0.89,1,3,4.65
4,2,4,21,0.82,3,1,5.22
4,3,1,7,0.63,3,0,8.41
3,2,4,2,1.36,1,0,2.23
4,1,3,1,1.14,1,2,4.12
3,1,2,20,1.47,2,1,2.04
4,1,1,25,0.89,0,2,4.06
2,3,3,11,1.3,3,2,6.8
2,2,3,10,1.87,2,0,4.27
3,2,3,2,1.3,3,1,5.59
2,2,1,6,1.01,0,2,3.05
2,2,3,6,1.68,3,1,4.22
2,1,3,15,1.03,3,2,6.09
3,3,1,6,1.35,3,3,8.46
2,3,1,4,1.8,2,1,2.34
1,3,3,10,1.67,3,2,6.0
3,2,2,25,1.15,1,1,2.33
2,3,1,11,0.57,1,2,3.73
2,2,1,8,1.92,0,2,1.84
3,3,2,8,1.56,0,0,3.61
3,3,3,18,1.59,0,3,4.76
2,3,2,25,0.65,0,0,1.88
2,2,1,12,1.08,1,2,2.77
4,3,2,24,1.18,1,1,4.34
1,1,4,23,1.86,3,3,4.8
3,3,3,13,1.56,0,1,0.5
1,1,3,5,0.64,2,2,4.64
2,1,4,2,0.68,1,1,1.34
2,2,2,3,0.88,1,1,1.84
4,3,1,11,2.0,1,3,5.3
2,3,1,18,0.85,3,1,6.13
1,3,2,17,0.88,3,3,7.7
4,2,4,2,1.07,3,1,5.19
3,1,1,19,1.15,3,1,4.0
2,3,4,20,1.83,1,1,2.23
3,1,2,17,1.49,3,3,6.16
2,1,2,18,0.52,3,3,7.62
3,3,3,22,1.48,3,2,7.24
1,2,4,7,2.0,0,1,0.5
2,3,3,18,1.98,3,0,4.65
3,2,2,23,1.06,1,1,3.54
1,1,3,0,1.75,2,3,3.43
4,3,1,6,0.75,3,2,8.54
4,1,2,25,1.81,2,2,7.27
3,2,4,12,0.8,1,2,4.93
2,1,4,25,0.83,3,1,2.91
2,3,4,21,1.66,3,0,5.1
4,1,1,16,1.67,1,3,5.31
4,3,1,6,1.63,0,1,4.1
1,1,4,24,0.97,2,1,2.03
2,2,4,18,1.47,3,0,3.82
3,2,1,10,0.66,3,3,9.69
4,1,1,11,1.92,2,0,5.73
2,3,2,16,1.91,1,3,3.25
3,3,3,22,0.78,2,1,4.06
3,1,3,18,1.47,2,1,2.61
4,2,4,25,1.38,2,3,8.81
3,1,2,17,0.99,2,2,6.26
2,3,2,22,0.94,3,3,7.57
3,2,3,5,1.03,1,2,3.65
4,2,3,0,0.98,0,1,2.86
2,3,1,13,0.5,1,3,5.47
4,3,1,23,1.63,3,1,6.75
1,1,1,2,1.18,1,3,1.59
2,2,1,22,1.09,1,0,2.15
1,2,1,23,1.68,3,2,4.07
1,3,3,1,1.0,3,3,5.71
1,2,3,20,0.88,3,2,4.89
4,2,1,0,1.65,1,3,7.01
4,3,3,19,0.8,0,1,4.06
1,3,2,3,1.36,2,3,5.52
2,1,2,16,1.24,0,1,0.5
4,3,2,10,1.14,0,3,7.29
4,1,4,4,1.08,1,1,1.59
3,2,3,7,1.59,1,3,5.1
4,3,1,15,0.9,2,1,5.12
1,1,1,1,0.97,0,0,0.9
3,3,1,16,1.63,0,2,3.54
2,2,3,5,1.55,0,2,0.5
3,2,4,5,1.49,2,1,3.51
1,1,3,17,1.33,2,2,2.16
1,1,2,8,1.51,1,1,0.5
2,1,3,16,1.07,3,2,5.89
3,1,4,0,0.61,0,2,2.89
2,3,4,19,1.38,0,2,2.1
3,3,1,12,1.41,3,1,7.43
1,2,4,21,1.93,1,3,0.61
2,1,4,8,1.05,2,2,4.09
1,1,3,1,1.15,2,1,2.42
2,2,1,22,1.26,2,1,3.16
3,1,1,11,0.61,2,3,5.92
4,2,3,23,1.46,3,0,7.26
4,3,1,12,1.04,1,2,5.7
1,1,2,7,0.5,3,0,4.98
2,2,1,9,1.16,3,1,3.33
4,1,1,0,0.77,0,0,4.21
3,2,2,12,1.16,0,0,0.97
1,1,3,25,1.68,3,0,1.33
2,3,2,18,1.74,0,3,4.55
1,2,3,24,1.94,1,3,2.72
4,1,1,13,1.78,0,1,1.18
1,2,2,4,1.07,1,2,1.26
1,3,2,5,1.68,3,3,7.2
4,2,4,25,1.7,1,1,3.46
1,1,3,17,1.92,3,3,6.12
1,3,1,9,1.3,0,3,2.53
4,1,2,0,1.6,1,2,4.35
2,1,1,4,1.29,2,3,5.63
3,1,4,21,1.58,1,2,1.31
2,1,3,10,0.57,0,2,0.5
2,2,3,2,1.18,0,0,0.5
2,1,3,1,1.7,3,1,2.59
4,2,1,20,1.3,2,1,5.18
2,3,4,13,1.6,2,2,4.61
1,2,2,7,1.01,2,3,4.28
2,1,1,8,1.54,3,0,4.31
1,2,1,2,1.55,0,0,0.5
1,1,3,10,1.52,1,2,2.37
3,2,2,6,1.76,2,2,4.25
2,2,4,15,1.72,0,3,3.33
3,3,3,21,1.48,3,2,6.45
1,1,1,1,0.91,0,0,0.5
1,3,2,6,1.64,1,0,2.27
4,3,3,2,0.55,1,3,7.39
1,1,2,12,1.41,1,1,0.5
1,3,3,5,1.67,0,3,2.6
4,1,2,22,0.61,0,2,4.53
1,2,1,13,1.46,0,2,2.56
4,2,3,4,1.82,1,3,4.2
2,2,2,1,1.42,2,2,5.35
4,1,1,25,0.64,3,3,10.25
1,1,1,24,1.56,0,1,0.5
4,2,3,25,1.95,1,1,2.57
2,1,1,1,1.84,3,0,2.95
2,3,1,19,1.03,3,3,7.59
3,3,3,7,0.57,2,0,7.35
3,3,3,3,1.2,0,3,5.12
2,3,4,0,1.98,1,2,1.76
3,3,1,7,1.54,2,3,8.74
4,2,1,13,1.21,1,1,2.3
1,2,4,3,0.67,1,1,0.5
3,3,3,24,1.57,0,1,0.5
1,2,1,24,1.65,2,3,6.25
1,3,2,5,1.65,2,3,4.84
3,3,1,8,1.19,1,3,7.12
2,1,3,12,0.79,1,2,2.48
1,3,4,24,1.37,0,0,0.5
1,2,2,15,1.47,0,2,0.5
1,2,1,18,1.52,0,2,0.5
2,1,3,12,0.67,0,3,3.36
1,1,3,0,1.21,0,2,0.5
4,1,2,8,0.59,2,3,7.94
4,1,2,24,1.06,0,0,2.17
3,1,3,21,1.26,1,0,3.51
2,1,1,6,0.51,1,0,1.13
1,2,3,7,0.78,1,1,0.5
1,1,2,11,1.68,0,3,1.08
3,3,2,21,1.6,3,1,6.27
1,1,1,1,1.88,1,2,2.53
2,3,3,4,1.28,1,1,2.87
1,3,3,10,0.52,0,2,2.39
1,1,1,23,0.97,3,1,1.98
2,3,2,2,0.55,1,0,2.78
3,2,4,22,1.04,3,3,8.19
2,3,4,11,1.48,3,3,6.89
4,3,4,9,1.6,3,1,5.06
3,1,1,13,0.61,3,2,5.87
1,2,2,17,1.62,0,1,0.5
3,3,4,22,0.79,0,1,0.96
2,1,3,13,0.74,3,1,2.4
2,1,3,6,1.21,2,0,1.68
1,1,4,23,1.89,1,1,0.5
1,1,2,1,0.72,3,1,2.25
3,2,4,4,0.58,2,2,6.44
2,2,4,12,0.73,2,3,5.61
3,3,4,19,1.96,0,1,1.58
4,1,2,21,0.88,2,1,4.01
4,2,2,22,1.21,0,3,6.55
1,2,1,20,0.7,0,0,1.11
2,1,4,4,1.8,3,0,2.14
2,2,2,20,1.23,2,3,6.37
1,2,2,22,1.28,2,0,2.02
2,3,1,2,0.8,3,1,3.87
2,1,1,13,1.56,0,3,3.56
3,1,3,5,1.84,0,0,0.5
3,1,4,6,1.91,2,3,5.09
4,3,2,14,1.13,1,0,4.57
1,3,1,15,1.92,2,1,1.41
2,2,4,24,1.02,2,2,4.36
2,2,3,2,0.58,3,3,6.18
1,1,2,15,0.96,0,1,0.5
3,3,2,20,0.72,3,1,5.18
2,1,3,18,1.44,0,3,1.83
3,2,2,25,0.59,3,2,6.24
1,2,1,24,1.23,0,3,2.54
1,1,1,11,1.05,1,2,2.95
3,2,2,21,1.17,1,2,4.26
2,1,2,23,0.51,2,2,4.76
3,1,3,17,0.67,0,0,0.64
4,1,4,25,1.95,0,3,2.31
3,3,4,0,1.92,2,0,5.13
1,2,4,0,0.87,2,3,5.78
4,3,3,20,0.59,3,0,8.6
4,1,4,8,1.13,3,3,8.91
1,1,3,10,1.71,3,0,2.25
4,2,4,14,1.51,1,1,3.65
3,2,3,4,1.38,3,2,7.24
2,2,2,24,1.53,0,3,3.04
1,1,3,16,0.95,0,3,1.73
3,2,3,8,0.72,1,1,2.0
4,2,1,21,1.8,2,1,3.79
4,2,3,24,1.74,1,3,5.13
1,3,3,24,1.53,3,1,4.66
4,2,1,1,1.13,2,1,5.14
3,1,1,16,1.37,0,2,3.13
4,2,4,18,0.65,0,3,4.54
1,3,1,20,0.89,0,3,1.91
4,1,2,19,1.11,3,0,5.95
2,1,2,8,1.64,3,3,5.53
4,1,3,9,1.38,0,0,2.93
3,3,3,21,0.76,3,2,8.25
2,3,2,4,1.21,3,0,4.28
2,1,1,25,1.4,2,1,3.38
3,2,1,18,1.23,3,3,8.66
4,1,2,10,1.62,0,3,3.79
1,3,4,8,1.33,3,0,3.15
4,1,2,5,1.56,3,0,6.99
4,1,1,16,1.59,2,0,4.79
3,1,3,22,1.05,0,2,3.19
3,3,3,0,1.29,3,1,6.24
1,2,2,5,1.26,0,1,0.5
3,2,2,10,1.06,0,3,4.46
3,3,1,19,1.27,2,3,6.55
1,2,3,8,1.4,1,3,3.36
2,2,4,22,0.97,0,0,0.5
2,2,3,24,1.09,1,1,1.68
4,3,2,19,1.96,1,0,3.22
1,3,3,23,1.91,0,3,2.48
3,2,4,0,0.5,0,3,2.55
2,1,1,0,0.81,1,1,0.82
3,2,4,18,1.44,1,2,2.55
1,1,3,8,0.65,1,3,2.58
4,2,2,6,0.56,2,0,6.33
3,1,3,25,1.26,0,0,1.2
1,1,4,5,1.64,3,1,0.5
1,1,3,9,1.7,3,3,4.48
3,1,2,0,1.05,2,2,6.18
3,2,2,11,1.08,1,2,4.34
1,1,1,0,0.63,3,3,5.54
1,1,3,25,1.71,3,0,2.55
4,2,1,15,1.91,2,3,6.94
2,3,4,9,0.52,2,1,3.43
3,2,1,13,1.91,1,0,2.09
2,1,2,5,1.71,0,3,2.03
1,1,2,9,1.82,0,2,0.5
2,3,2,20,1.53,1,1,3.06
2,3,1,21,0.58,2,0,5.83
3,2,4,16,1.61,0,2,2.63
2,2,4,24,1.76,0,2,0.87
1,1,4,7,1.01,1,1,0.5
3,3,4,12,1.38,0,3,4.54
1,3,1,21,0.88,2,0,4.97
3,2,2,7,1.14,0,2,4.28
4,3,3,10,1.8,3,2,7.38
2,3,4,8,0.81,2,3,7.76
1,3,1,22,1.2,0,3,4.34
2,1,1,24,1.24,1,3,3.07
3,3,4,9,1.98,2,1,4.78
4,1,1,14,1.09,3,2,8.85
2,2,3,23,0.64,1,3,3.41
4,3,2,19,0.5,0,1,3.71
3,2,4,4,0.98,0,3,3.04
1,2,1,6,0.94,1,1,0.5
2,1,1,13,1.52,0,1,0.5
2,1,4,13,1.94,3,0,4.79
1,2,4,17,1.72,3,1,0.98
2,1,4,17,0.99,3,1,4.13
3,2,4,14,0.57,1,3,3.37
4,2,4,15,1.9,3,1,5.34
3,1,3,22,1.2,1,3,3.35
3,1,4,18,1.16,0,2,3.0
4,1,1,16,0.75,3,2,8.25
3,3,3,12,1.97,2,1,5.32
3,2,2,20,0.57,0,3,4.77
4,2,4,3,0.74,1,2,5.73
2,1,2,3,1.66,0,1,0.5
4,3,2,19,0.85,1,3,6.14
1,2,3,19,1.46,1,0,0.5
3,3,4,6,0.51,3,2,7.09
2,3,3,21,0.82,0,3,3.63
3,3,1,24,1.03,1,3,5.62
3,3,1,18,1.75,3,3,7.78
3,2,4,11,1.05,1,1,0.5
1,3,2,21,1.92,1,0,2.52
3,2,3,25,1.16,0,2,1.42
2,3,4,19,1.84,1,3,5.09
3,1,1,20,0.74,0,2,3.41
1,1,2,5,0.88,3,3,5.32
1,2,3,6,0.82,3,2,5.4
3,1,2,0,0.7,2,2,4.3
2,2,1,8,0.72,3,1,3.41
3,3,2,7,0.96,3,2,7.42
3,3,2,6,1.57,3,2,6.08
4,2,2,17,0.61,3,3,8.4
4,1,3,14,1.27,1,3,6.21
4,3,3,17,1.81,0,3,6.18
4,3,3,12,1.81,1,1,1.94
2,3,4,10,0.94,3,0,4.94
4,3,4,8,1.59,1,3,6.19
3,3,4,11,1.38,2,0,5.75
4,1,2,18,1.7,0,2,2.84
4,1,2,20,1.1,3,0,5.68
1,2,4,14,1.81,1,3,2.79
3,2,3,5,1.56,3,1,3.1
1,1,2,2,1.45,0,2,0.5
2,3,2,14,0.85,3,1,4.58
3,2,1,20,1.0,2,0,6.76
1,2,1,10,1.16,1,0,0.5
4,1,1,2,0.64,1,3,5.7
4,2,2,25,1.05,3,0,8.23
1,3,2,15,1.84,2,0,4.12
1,2,3,6,1.76,0,0,0.5
4,2,1,20,1.95,2,0,7.31
2,2,1,5,1.03,0,0,2.33
3,3,2,13,1.75,3,3,7.05
1,1,2,2,1.45,3,2,3.54
2,2,3,1,1.01,0,3,1.77
4,3,2,20,1.11,2,2,7.69
4,1,4,0,0.66,1,3,6.45
2,1,3,20,0.96,0,3,1.02
2,2,2,25,0.86,3,0,4.06
3,2,3,1,0.85,0,1,1.66
1,2,2,2,0.8,2,0,3.81
3,3,3,2,0.85,0,3,3.8
1,1,3,13,1.18,3,2,3.15
3,1,1,25,0.55,1,1,2.15
4,3,2,15,1.12,1,0,3.9
2,3,4,3,0.81,2,0,3.7
4,1,1,9,1.45,1,1,2.71
2,2,4,14,1.59,2,2,4.33
3,2,4,3,1.07,0,0,1.99
1,3,3,18,1.07,0,0,1.9
4,2,2,13,0.76,3,0,7.17
3,1,3,22,1.86,0,3,3.67
3,2,3,5,1.78,3,0,5.77
1,3,3,18,0.88,0,3,3.75
4,3,2,22,0.99,1,2,6.96
3,1,3,17,0.88,3,2,7.71
1,3,4,0,1.15,0,0,0.5
1,1,1,19,1.84,3,3,3.87
2,1,2,23,1.07,0,1,0.81
2,1,2,2,0.55,2,3,5.6
1,1,2,21,0.94,3,0,4.76
2,1,2,17,1.17,2,0,3.7
1,1,1,25,0.54,2,2,3.87
1,2,4,11,1.77,0,1,0.5
1,1,2,10,1.87,0,3,0.79
3,3,3,23,1.88,1,3,5.54
2,3,4,13,1.82,1,1,0.5
2,1,3,0,0.99,3,1,4.55
4,2,2,23,1.93,3,0,5.4
4,1,1,9,0.93,3,2,8.79
3,2,3,4,0.87,2,1,5.28
2,2,1,22,0.91,0,2,1.72
3,1,1,5,1.79,2,1,3.66
1,3,3,3,1.48,0,0,0.5
4,1,3,20,1.82,1,0,2.58
4,1,2,17,1.19,3,2,8.13
2,1,2,7,1.07,3,3,5.23
3,3,1,5,1.16,3,1,5.54
2,2,2,18,1.34,3,1,3.59
2,1,2,8,1.53,3,0,3.0
3,2,2,17,1.39,2,0,3.54
1,3,3,11,1.19,1,2,3.14
3,2,4,6,0.5,1,2,2.96
4,3,3,9,1.05,3,3,8.87
2,2,2,11,1.53,2,2,5.38
2,3,4,22,1.8,2,1,2.82
2,3,3,19,1.99,0,1,0.5
1,3,3,0,1.33,1,3,3.07
3,3,3,22,1.2,2,2,7.46
4,2,3,11,1.33,0,2,2.55
3,2,3,25,1.51,0,1,2.09
3,3,1,21,0.53,1,3,6.81
1,1,3,3,1.36,2,1,1.27
2,2,4,1,1.71,3,3,5.77
1,3,4,4,0.6,1,0,2.39
4,2,3,19,0.9,1,1,2.29
2,1,2,17,0.6,3,1,3.15
4,2,3,15,0.78,1,0,4.57
2,2,1,2,1.19,3,2,6.93
3,2,2,13,1.26,0,2,3.23
3,1,2,1,1.87,1,0,1.97
1,1,1,20,1.6,2,2,3.93
2,3,2,1,0.74,1,2,3.06
2,2,3,10,1.47,2,2,3.25
2,3,1,4,1.85,2,0,5.41
4,1,2,19,1.63,3,1,6.39
4,3,1,19,0.85,0,0,4.73
3,3,2,4,0.66,3,0,6.96
2,3,4,24,0.5,3,0,4.18
3,2,3,3,1.96,0,2,1.91
2,3,3,6,1.24,1,0,2.95
1,3,2,11,1.57,2,3,6.41
4,1,3,9,1.28,0,0,2.43
3,3,2,14,1.58,3,0,5.42
2,2,2,23,1.6,2,2,5.69
1,1,1,16,0.57,1,2,2.09
3,3,2,16,1.05,0,1,1.83
3,2,4,22,0.76,3,0,6.25
1,1,3,20,0.69,0,2,1.21
1,3,4,19,1.71,2,3,4.12
3,2,3,4,0.81,1,2,3.92
1,2,3,19,1.64,2,1,0.82
4,1,1,25,1.23,2,1,4.94
4,3,4,4,1.24,3,1,7.25
4,3,1,19,0.74,3,2,10.24
2,1,1,1,1.5,1,1,1.1
3,1,3,25,1.22,1,0,0.76
1,2,2,25,0.79,0,2,2.52
4,3,1,21,1.49,2,0,5.76
3,1,2,0,1.67,0,1,0.5
1,1,1,21,1.44,2,1,2.22
1,1,1,21,0.73,2,0,3.56
2,1,1,16,1.71,2,1,2.82
3,2,4,1,1.35,2,0,4.44
2,2,2,12,0.89,0,3,3.83
3,2,2,5,0.87,3,1,5.5
1,2,1,8,0.9,0,0,0.5
3,2,3,14,0.78,2,0,3.83
2,1,1,0,1.75,1,3,3.52
3,2,4,22,1.59,1,0,2.5
3,3,1,2,1.74,1,1,3.47
4,1,3,13,0.73,3,3,8.66
3,3,1,12,1.59,2,3,7.12
4,3,2,17,1.4,1,1,3.58
3,3,4,3,1.93,1,0,2.95
1,3,3,20,1.91,2,2,4.06
4,1,2,0,0.72,1,2,3.62
1,1,1,10,1.19,3,3,5.17
4,1,2,25,1.81,1,0,3.62
3,3,3,17,0.76,3,1,4.92
3,2,3,0,1.59,3,0,4.77
4,3,3,14,1.56,2,1,5.11
3,2,1,25,0.98,0,0,1.98
4,3,1,18,1.6,3,2,7.87
3,1,2,18,1.83,0,0,1.6
4,1,2,24,1.69,2,0,3.88
1,3,2,24,1.81,1,3,2.05
4,2,1,13,1.8,1,0,3.36
3,3,3,4,1.42,3,3,7.59
3,3,4,20,0.79,2,1,3.42
4,2,2,18,0.57,0,0,3.5
2,1,1,12,1.04,0,3,3.65
2,3,1,16,0.61,3,0,7.34
1,2,1,6,1.29,0,0,0.5
2,3,1,3,1.53,1,3,3.58
4,2,4,0,1.17,2,3,6.68
3,1,2,6,0.91,0,3,2.74
4,1,1,15,1.37,2,2,5.92
2,3,2,6,1.71,3,3,7.25
3,1,2,2,1.05,2,2,4.96
4,2,3,16,1.98,3,3,7.94
1,3,3,10,0.56,2,2,3.92
4,1,2,8,1.83,3,2,6.92
1,2,1,9,1.91,1,3,1.83
3,3,3,17,1.17,1,1,1.75
4,1,3,22,1.07,0,2,3.36
2,1,1,0,1.06,1,1,1.43
4,2,3,1,1.67,0,3,3.11
1,3,4,18,0.95,2,0,4.35
2,2,3,5,1.87,0,3,2.44
1,2,3,3,0.57,0,1,0.5
3,2,3,12,0.6,1,1,2.52
2,2,4,1,1.3,3,2,4.83
4,3,4,15,1.78,0,1,2.88
4,2,3,8,0.61,1,2,5.39
4,2,4,1,0.5,2,3,6.45
4,2,1,7,1.48,0,0,1.79
1,1,2,11,1.52,3,3,5.47
3,3,2,23,0.95,0,1,3.03
4,3,3,8,0.52,2,3,7.6
2,3,3,18,1.4,1,1,0.5
1,1,4,19,0.91,0,2,0.5
3,2,1,25,0.74,1,3,5.57
4,2,4,2,0.93,2,2,5.2
4,3,1,21,1.91,0,0,2.79
3,2,3,2,1.23,0,1,1.94
2,1,3,11,1.94,3,0,4.35
1,3,3,19,1.64,0,3,3.6
1,1,3,4,0.93,0,2,0.5
3,3,2,24,1.65,1,2,3.55
4,2,1,4,1.1,1,0,5.06
1,1,2,15,1.63,1,2,1.31
3,1,3,12,1.41,1,2,1.7
4,2,1,11,1.26,1,3,7.19
1,2,2,6,0.85,1,1,1.58
4,3,3,13,0.85,3,0,8.6
4,3,1,1,1.27,3,3,8.88
